# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		5280		2395		1991
1		5691		4790		1708
2		4700		7121		1710
3		3590		9022		1755
4		3390		10755		1751
5		3168		12415		1752
6		3028		13976		1766
7		2922		15477		1753
8		2859		16914		1758
9		2795		18331		1761
10		2753		19703		1744
11		2679		21040		1750
12		2637		22306		1758
13		2590		23556		1764
14		2563		24786		1747
15		2536		25989		1748
16		2489		27173		1745
17		2480		28354		1753
18		2467		29526		1770
19		2451		30664		1763
20		2432		31794		1764
21		2427		32915		1751
22		2397		34031		1768
23		2387		35124		1759
24		2385		36195		1759
25		2373		37265		1752
26		2369		38321		1750
27		2346		39365		1751
28		2331		40397		1758
29		2318		41399		1758
30		2303		42401		1765
31		2286		43382		1763
32		2277		44356		1767
33		2274		45317		1773
34		2266		46283		1771
35		2263		47241		1769
36		2250		48193		1763
37		2246		49127		1770
38		2238		50059		1763
39		2235		50982		1768
40		2228		51904		1765
41		2226		52819		1768
42		2222		53728		1764
43		2209		54626		1766
44		2209		55512		1765
45		2202		56390		1765
46		2203		57278		1763
47		2194		58164		1765
48		2190		59047		1766
49		2189		59924		1762
50		2186		60790		1765
51		2186		61659		1766
52		2188		62528		1765
53		2181		63394		1762
54		2181		64258		1763
55		2176		65118		1761
56		2179		65976		1769
57		2174		66834		1763
58		2172		67691		1769
59		2170		68546		1763
60		2170		69397		1769
61		2166		70246		1766
62		2168		71091		1772
63		2164		71935		1768
64		2163		72776		1771
65		2159		73615		1767
66		2158		74454		1769
67		2158		75291		1767
68		2160		76129		1769
69		2156		76967		1768
70		2155		77799		1772
71		2151		78628		1770
72		2152		79454		1774
73		2148		80279		1771
74		2146		81103		1769
75		2145		81924		1772
76		2142		82743		1770
77		2141		83564		1771
78		2140		84380		1772
79		2138		85194		1770
80		2140		86009		1771
81		2138		86823		1771
82		2136		87640		1773
83		2135		88450		1773
84		2132		89260		1771
85		2131		90071		1772
86		2131		90878		1771
87		2131		91685		1772
88		2131		92492		1771
89		2131		93299		1772
90		2131		94106		1771
91		2127		94912		1772
