# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8271		3871		3008
1		6965		6532		3062
2		6162		8470		3131
3		5533		9989		3156
4		5049		11138		3158
5		4728		12054		3181
6		4460		12822		3199
7		4196		13499		3186
8		4045		14049		3177
9		3876		14541		3185
10		3737		14913		3194
11		3651		15266		3183
12		3548		15629		3199
13		3471		15877		3197
14		3386		16182		3193
15		3324		16440		3194
16		3269		16654		3216
17		3225		16849		3200
18		3179		17006		3215
19		3143		17155		3213
20		3088		17331		3207
21		3083		17469		3207
22		3040		17636		3203
23		2999		17785		3210
24		2971		17917		3216
25		2945		18049		3214
26		2892		18167		3214
27		2869		18269		3217
28		2838		18383		3220
29		2822		18490		3216
30		2796		18603		3231
31		2788		18708		3239
32		2761		18827		3234
33		2763		18919		3237
34		2730		19009		3248
35		2722		19074		3245
36		2700		19144		3242
37		2676		19201		3246
38		2668		19264		3248
39		2651		19325		3255
40		2645		19398		3254
41		2646		19454		3253
42		2625		19515		3264
43		2617		19580		3255
44		2600		19631		3260
45		2585		19714		3262
46		2579		19767		3254
47		2577		19802		3252
48		2565		19831		3255
49		2559		19863		3257
50		2558		19899		3259
51		2555		19961		3253
52		2551		20003		3247
53		2534		20037		3247
54		2531		20071		3249
55		2526		20114		3249
56		2514		20153		3249
57		2502		20197		3252
58		2492		20245		3246
59		2484		20280		3251
60		2480		20317		3250
61		2471		20343		3245
62		2469		20373		3246
63		2473		20410		3247
64		2462		20437		3244
65		2459		20458		3248
66		2453		20479		3246
67		2448		20506		3243
68		2435		20529		3246
69		2433		20556		3248
70		2436		20577		3249
71		2434		20598		3247
72		2425		20625		3245
73		2419		20643		3244
74		2416		20658		3248
75		2415		20672		3247
76		2409		20687		3245
77		2414		20713		3254
78		2408		20738		3252
79		2405		20752		3255
80		2402		20783		3259
81		2395		20805		3252
82		2395		20833		3251
83		2387		20858		3242
84		2384		20876		3245
85		2378		20897		3244
86		2374		20920		3252
87		2371		20945		3246
88		2376		20965		3249
89		2370		20990		3253
90		2367		21006		3254
91		2363		21027		3254
92		2359		21052		3253
93		2357		21072		3258
94		2360		21100		3253
95		2355		21126		3256
96		2346		21154		3257
97		2346		21170		3257
98		2344		21188		3260
99		2340		21208		3261
100		2339		21230		3258
101		2337		21247		3261
102		2335		21268		3264
103		2331		21291		3261
104		2322		21315		3260
105		2321		21320		3260
106		2320		21337		3262
107		2321		21343		3259
108		2318		21353		3256
109		2315		21357		3253
110		2312		21365		3256
111		2308		21369		3257
112		2310		21371		3256
113		2310		21377		3254
114		2307		21380		3255
115		2306		21385		3255
116		2304		21387		3255
117		2306		21390		3253
118		2306		21391		3255
119		2308		21395		3257
120		2305		21401		3255
121		2305		21406		3253
122		2305		21408		3253
123		2306		21414		3256
124		2301		21421		3258
125		2301		21424		3257
126		2301		21428		3257
127		2299		21432		3257
128		2299		21432		3257
129		2296		21440		3260
130		2295		21445		3259
131		2296		21450		3260
132		2294		21460		3259
133		2295		21467		3260
134		2288		21477		3261
135		2288		21481		3261
136		2288		21486		3260
137		2288		21489		3261
138		2289		21491		3261
139		2287		21495		3260
140		2289		21501		3261
141		2289		21505		3261
142		2287		21514		3261
143		2287		21519		3263
144		2288		21524		3261
145		2284		21528		3264
146		2284		21534		3264
147		2282		21537		3263
148		2282		21539		3263
149		2282		21542		3263
150		2281		21545		3262
151		2281		21547		3261
152		2281		21548		3261
153		2281		21551		3261
154		2281		21552		3261
155		2281		21553		3262
156		2280		21554		3261
157		2278		21555		3261
158		2278		21555		3261
159		2278		21555		3261
160		2278		21555		3261
161		2278		21555		3261
162		2278		21555		3261
163		2278		21555		3261
164		2278		21555		3261
165		2278		21555		3261
166		2278		21555		3261
167		2278		21555		3261
168		2278		21555		3261
169		2278		21555		3261
170		2278		21555		3261
171		2278		21555		3261
172		2278		21555		3261
173		2278		21555		3261
174		2278		21555		3261
175		2278		21555		3261
176		2278		21555		3261
177		2278		21555		3261
178		2278		21555		3261
179		2278		21555		3261
180		2278		21555		3261
181		2278		21555		3261
182		2278		21555		3261
183		2278		21555		3261
184		2278		21555		3261
185		2278		21555		3261
186		2278		21555		3261
187		2278		21555		3261
188		2278		21555		3261
189		2278		21555		3261
190		2278		21555		3261
191		2278		21555		3261
192		2278		21555		3261
193		2278		21555		3261
194		2278		21555		3261
195		2278		21555		3261
196		2278		21555		3261
197		2278		21555		3261
198		2278		21555		3261
199		2278		21555		3261
200		2278		21555		3261
201		2278		21555		3261
202		2278		21555		3261
203		2278		21555		3261
204		2278		21555		3261
205		2278		21555		3261
206		2278		21555		3261
207		2278		21555		3261
208		2278		21555		3261
209		2278		21555		3261
210		2278		21555		3261
211		2278		21555		3261
212		2278		21555		3261
213		2278		21555		3261
214		2278		21555		3261
215		2278		21555		3261
216		2278		21555		3261
217		2278		21555		3261
218		2278		21555		3261
219		2278		21555		3261
220		2278		21555		3261
221		2278		21555		3261
222		2278		21555		3261
223		2278		21555		3261
224		2278		21555		3261
225		2278		21555		3261
226		2278		21555		3261
227		2278		21555		3261
228		2278		21555		3261
229		2278		21555		3261
230		2278		21555		3261
231		2278		21555		3261
232		2278		21555		3261
233		2278		21555		3261
234		2278		21555		3261
235		2278		21555		3261
236		2278		21555		3261
237		2278		21555		3261
238		2278		21555		3261
239		2278		21555		3261
240		2278		21555		3261
241		2278		21555		3261
242		2278		21555		3261
243		2278		21555		3261
244		2278		21555		3261
245		2278		21555		3261
246		2278		21555		3261
247		2278		21555		3261
248		2278		21555		3261
249		2278		21555		3261
250		2278		21555		3261
251		2278		21555		3261
252		2278		21555		3261
253		2278		21555		3261
254		2278		21555		3261
255		2278		21555		3261
256		2278		21555		3261
257		2278		21555		3261
258		2278		21555		3261
259		2278		21555		3261
260		2278		21555		3261
261		2278		21555		3261
262		2278		21555		3261
263		2278		21555		3261
264		2278		21555		3261
265		2278		21555		3261
266		2278		21555		3261
267		2278		21555		3261
268		2278		21555		3261
269		2278		21555		3261
270		2278		21555		3261
271		2278		21555		3261
272		2278		21555		3261
273		2278		21555		3261
274		2278		21555		3261
275		2278		21555		3261
276		2278		21555		3261
277		2278		21555		3261
278		2278		21555		3261
279		2278		21555		3261
280		2278		21555		3261
281		2278		21555		3261
282		2278		21555		3261
283		2278		21555		3261
284		2278		21555		3261
285		2278		21555		3261
286		2278		21555		3261
287		2278		21555		3261
288		2278		21555		3261
289		2278		21555		3261
290		2278		21555		3261
291		2278		21555		3261
292		2278		21555		3261
293		2278		21555		3261
294		2278		21555		3261
295		2278		21555		3261
296		2278		21555		3261
297		2278		21555		3261
298		2278		21555		3261
299		2278		21555		3261
300		2278		21555		3261
